_id,Year,Country/State,Classification,Occupation,Person ('000)
1038,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,4.2
1039,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,5.9
1040,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,9.6
1041,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,7.4
1042,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,2.8
1043,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,5.0
1044,2014,W.P.LABUAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",0.7
1045,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,2.8
1046,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,7.3
1047,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,8.0
1048,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,12.0
1049,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,5.7
1050,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,0.4
1051,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,1.2
1052,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,2.8
1053,2014,W.P.PUTRAJAYA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",0.1
1054,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,22.1
1055,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,45.1
1056,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,47.2
1057,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,41.2
1058,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,119.9
1059,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,43.6
1060,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,55.8
1061,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,55.5
1062,2014,NEGERI SEMBILAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",36.0
1063,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,51.3
1064,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,81.6
1065,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,103.7
1066,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,86.3
1067,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,193.7
1068,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,90.9
1069,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,147.6
1070,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,72.9
1071,2014,PULAU PINANG,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",11.3
1072,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,695.5
1073,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,1284.7
1074,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,1292.6
1075,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,1190.7
1076,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,2911.0
1077,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,1492.1
1078,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,1694.4
1079,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,1804.0
1080,2013,MALAYSIA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",1180.2
1081,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,63.1
1082,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,107.6
1083,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,176.3
1084,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,143.0
1085,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,345.1
1086,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,220.5
1087,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,261.8
1088,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,154.3
1089,2013,JOHOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",81.7
1090,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,24.7
1091,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,65.3
1092,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,61.5
1093,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,47.0
1094,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,179.0
1095,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,101.3
1096,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,132.0
1097,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,90.2
1098,2013,KEDAH,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",141.4
1099,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,12.4
1100,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,49.2
1101,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,31.2
1102,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,29.4
1103,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,169.4
1104,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,97.3
1105,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,39.7
1106,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,61.4
1107,2013,KELANTAN,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",112.7
1108,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,12.4
1109,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,37.1
1110,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,37.8
1111,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,32.2
1112,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,105.6
1113,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,37.3
1114,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,64.1
1115,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,32.7
1116,2013,MELAKA,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",16.3
1117,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,14.8
1118,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,47.2
1119,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,41.2
1120,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,47.3
1121,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,159.6
1122,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,82.2
1123,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,59.9
1124,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,114.6
1125,2013,PAHANG,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",92.9
1126,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,34.2
1127,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,68.5
1128,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,70.4
1129,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,66.9
1130,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,228.8
1131,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,119.9
1132,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,129.6
1133,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,129.4
1134,2013,PERAK,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",100.1
1135,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,5.4
1136,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,6.7
1137,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,5.3
1138,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,6.6
1139,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,26.7
1140,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,12.6
1141,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,8.9
1142,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,9.4
1143,2013,PERLIS,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",12.7
1144,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,267.2
1145,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,442.2
1146,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,413.1
1147,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,326.5
1148,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,517.2
1149,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,201.2
1150,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,415.0
1151,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,321.5
1152,2013,SELANGOR,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",29.6
1153,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,15.0
1154,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,34.6
1155,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,31.3
1156,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,24.4
1157,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,94.1
1158,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,79.8
1159,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Plant and machine-operators and assemblers,33.8
1160,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,Elementary occupations,50.7
1161,2013,TERENGGANU,Malaysia Standard Classification of Occupations (MASCO) 2008,"Skilled agricultural, forestry and fishery workers",43.2
1162,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Managers,53.3
1163,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Professionals,96.2
1164,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Technicians and associate professionals,81.3
1165,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Clerical support workers,117.6
1166,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Service and sales workers,344.7
1167,2013,SABAH,Malaysia Standard Classification of Occupations (MASCO) 2008,Craft and related trades workers,192.9
