_id,Year,State/Country,Classification,Industry,Person ('000)
955,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,32.3
956,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Education,42.2
957,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,20.6
958,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,6.5
959,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,0.7
960,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",41.9
961,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",1.8
962,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",2.3
963,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,46.1
964,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",5.4
965,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",3.2
966,2018,TERENGGANU,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",71.8
967,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Total,1825.5
968,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,7.8
969,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,151.2
970,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,66.7
971,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,141.2
972,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,5.7
973,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,16.3
974,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,2.9
975,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,90.1
976,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,83.2
977,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Education,98.1
978,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,42.5
979,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,31.2
980,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,26.4
981,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",504.4
982,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",11
983,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",6.6
984,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,161.6
985,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",13.3
986,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",6.2
987,2018,SABAH,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",358.9
988,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Total,1274.4
989,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,11.3
990,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,126.1
991,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,51.3
992,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,110.1
993,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,7.8
994,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,11.5
995,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,3.5
996,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,49.9
997,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,78.7
998,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Education,88.1
999,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,33.3
1000,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,20.2
1001,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,8.5
1002,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",259.2
1003,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",5.9
1004,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",6
1005,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,173.6
1006,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",20
1007,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",7.2
1008,2018,SARAWAK,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",202.2
1009,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Total,824.4
1010,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,0.1
1011,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,82
1012,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,46.4
1013,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,78.5
1014,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,41
1015,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,60.9
1016,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,21
1017,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,49.5
1018,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,46.2
1019,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Education,29.1
1020,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,31.9
1021,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,19.6
1022,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,8.3
1023,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",1.4
1024,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",9.3
1025,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",2.2
1026,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,44.9
1027,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",69.2
1028,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",3.2
1029,2018,W.P. KUALA LUMPUR,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",178.4
1030,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Total,41.5
1031,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,3.4
1032,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,3.9
1033,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,2.6
1034,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,3.8
1035,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,0.2
1036,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,1.1
1037,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,0.2
1038,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,4.4
1039,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,4.4
1040,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Education,3
1041,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,1.2
1042,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,0.5
1043,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,0.2
1044,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",1.2
1045,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",0.7
1046,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",0.4
1047,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,3.7
1048,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",0.9
1049,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",0.3
1050,2018,W.P. LABUAN,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",5.5
1051,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Total,38.4
1052,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,0
1053,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,1.2
1054,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,0.8
1055,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,1.3
1056,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,1.2
1057,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,0.8
1058,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Real estate activities,0.2
1059,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Administrative and support service activities,0.9
1060,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Public administration and defence; compulsory social security,21.4
1061,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Education,2.7
1062,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Human health and social work activities,2.3
1063,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Others service activities,0.2
1064,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Activities of households as employers,0.8
1065,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Agriculture, forestry and fishing",0.2
1066,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Arts, entertainment and recreation",0.1
1067,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Electricity, gas, steam and air conditioning supply",0.3
1068,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,Manufacturing,0.7
1069,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Professional, scientific and technical activities",1.2
1070,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Water supply; sewerage, waste management and remediation activities",0.4
1071,2018,W.P. PUTRAJAYA,Malaysia Standard Industrial Classification (MSIC) 2008,"Wholesale and retail trade, repair of motor vehicles and motorcycles",1.6
1072,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Total,14476.8
1073,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Mining and quarrying,97.2
1074,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Construction,1258.9
1075,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Transportation and storage,658.2
1076,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Accommodation and food service activities,1323.2
1077,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Information and communication,220.3
1078,2017,MALAYSIA,Malaysia Standard Industrial Classification (MSIC) 2008,Financial and insurance/takaful activities,369
